purchase_order_id,store_id,product_id,category,supplier_id,order_date,expected_arrival_date,ordered_qty,planned_lead_time_days,cancelled_flag,data_origin
PO-SIM-0001073,S003,P0018,Furniture,SUP-03,2023-12-13,2023-12-18,24,5,False,simulation
PO-SIM-0001074,S003,P0019,Groceries,SUP-04,2023-12-13,2023-12-19,71,6,False,simulation
PO-SIM-0001075,S004,P0002,Groceries,SUP-04,2023-12-13,2023-12-19,42,6,False,simulation
PO-SIM-0001076,S004,P0005,Clothing,SUP-01,2023-12-13,2023-12-16,14,3,False,simulation
PO-SIM-0001077,S004,P0017,Clothing,SUP-01,2023-12-13,2023-12-16,24,3,False,simulation
PO-SIM-0001078,S004,P0018,Furniture,SUP-03,2023-12-13,2023-12-18,10,5,False,simulation
PO-SIM-0001079,S004,P0019,Clothing,SUP-01,2023-12-13,2023-12-16,4,3,False,simulation
PO-SIM-0001080,S005,P0003,Toys,SUP-05,2023-12-13,2023-12-16,20,3,False,simulation
PO-SIM-0001081,S005,P0004,Groceries,SUP-04,2023-12-13,2023-12-19,53,6,False,simulation
PO-SIM-0001082,S005,P0005,Groceries,SUP-04,2023-12-13,2023-12-19,168,6,False,simulation
PO-SIM-0001083,S005,P0009,Groceries,SUP-04,2023-12-13,2023-12-19,73,6,False,simulation
PO-SIM-0001084,S005,P0012,Furniture,SUP-03,2023-12-13,2023-12-18,25,5,False,simulation
PO-SIM-0001085,S005,P0015,Groceries,SUP-04,2023-12-13,2023-12-19,84,6,False,simulation
PO-SIM-0001086,S005,P0018,Clothing,SUP-01,2023-12-13,2023-12-16,98,3,False,simulation
PO-SIM-0001087,S005,P0020,Toys,SUP-05,2023-12-13,2023-12-16,52,3,False,simulation
PO-SIM-0001088,S001,P0008,Electronics,SUP-02,2023-12-14,2023-12-18,87,4,False,simulation
PO-SIM-0001089,S001,P0013,Toys,SUP-05,2023-12-14,2023-12-17,35,3,False,simulation
PO-SIM-0001090,S001,P0015,Toys,SUP-05,2023-12-14,2023-12-17,100,3,False,simulation
PO-SIM-0001091,S002,P0006,Clothing,SUP-01,2023-12-14,2023-12-17,66,3,False,simulation
PO-SIM-0001092,S002,P0008,Groceries,SUP-04,2023-12-14,2023-12-20,39,6,False,simulation
PO-SIM-0001093,S002,P0010,Groceries,SUP-04,2023-12-14,2023-12-20,6,6,False,simulation
PO-SIM-0001094,S002,P0016,Clothing,SUP-01,2023-12-14,2023-12-17,73,3,False,simulation
PO-SIM-0001095,S002,P0018,Clothing,SUP-01,2023-12-14,2023-12-17,29,3,False,simulation
PO-SIM-0001096,S003,P0011,Electronics,SUP-02,2023-12-14,2023-12-18,6,4,False,simulation
PO-SIM-0001097,S004,P0006,Groceries,SUP-04,2023-12-14,2023-12-20,21,6,False,simulation
PO-SIM-0001098,S004,P0012,Electronics,SUP-02,2023-12-14,2023-12-18,73,4,False,simulation
PO-SIM-0001099,S004,P0013,Groceries,SUP-04,2023-12-14,2023-12-20,109,6,False,simulation
PO-SIM-0001100,S004,P0017,Clothing,SUP-01,2023-12-14,2023-12-17,46,3,False,simulation
PO-SIM-0001101,S004,P0019,Clothing,SUP-01,2023-12-14,2023-12-17,82,3,True,simulation
PO-SIM-0001102,S005,P0001,Groceries,SUP-04,2023-12-14,2023-12-20,87,6,False,simulation
PO-SIM-0001103,S005,P0004,Groceries,SUP-04,2023-12-14,2023-12-20,56,6,False,simulation
PO-SIM-0001104,S005,P0008,Groceries,SUP-04,2023-12-14,2023-12-20,102,6,False,simulation
PO-SIM-0001105,S005,P0009,Groceries,SUP-04,2023-12-14,2023-12-20,157,6,False,simulation
PO-SIM-0001106,S005,P0010,Groceries,SUP-04,2023-12-14,2023-12-20,11,6,False,simulation
PO-SIM-0001107,S005,P0013,Groceries,SUP-04,2023-12-14,2023-12-20,3,6,False,simulation
PO-SIM-0001108,S005,P0014,Furniture,SUP-03,2023-12-14,2023-12-19,3,5,False,simulation
PO-SIM-0001109,S005,P0016,Toys,SUP-05,2023-12-14,2023-12-17,132,3,False,simulation
PO-SIM-0001110,S005,P0018,Clothing,SUP-01,2023-12-14,2023-12-17,32,3,False,simulation
PO-SIM-0001111,S005,P0019,Furniture,SUP-03,2023-12-14,2023-12-19,41,5,False,simulation
PO-SIM-0001112,S005,P0020,Toys,SUP-05,2023-12-14,2023-12-17,27,3,False,simulation
PO-SIM-0001113,S001,P0002,Clothing,SUP-01,2023-12-15,2023-12-18,21,3,False,simulation
PO-SIM-0001114,S001,P0005,Groceries,SUP-04,2023-12-15,2023-12-21,107,6,False,simulation
PO-SIM-0001115,S001,P0007,Groceries,SUP-04,2023-12-15,2023-12-21,37,6,False,simulation
PO-SIM-0001116,S001,P0008,Electronics,SUP-02,2023-12-15,2023-12-19,59,4,False,simulation
PO-SIM-0001117,S001,P0015,Toys,SUP-05,2023-12-15,2023-12-18,3,3,False,simulation
PO-SIM-0001118,S001,P0017,Toys,SUP-05,2023-12-15,2023-12-18,44,3,False,simulation
PO-SIM-0001119,S001,P0018,Groceries,SUP-04,2023-12-15,2023-12-21,20,6,False,simulation
PO-SIM-0001120,S001,P0019,Furniture,SUP-03,2023-12-15,2023-12-20,5,5,False,simulation
PO-SIM-0001121,S002,P0002,Toys,SUP-05,2023-12-15,2023-12-18,26,3,False,simulation
PO-SIM-0001122,S002,P0006,Clothing,SUP-01,2023-12-15,2023-12-18,73,3,False,simulation
PO-SIM-0001123,S002,P0013,Groceries,SUP-04,2023-12-15,2023-12-21,84,6,False,simulation
PO-SIM-0001124,S002,P0015,Clothing,SUP-01,2023-12-15,2023-12-18,40,3,False,simulation
PO-SIM-0001125,S002,P0016,Clothing,SUP-01,2023-12-15,2023-12-18,3,3,False,simulation
PO-SIM-0001126,S002,P0018,Clothing,SUP-01,2023-12-15,2023-12-18,70,3,False,simulation
PO-SIM-0001127,S003,P0006,Toys,SUP-05,2023-12-15,2023-12-18,19,3,False,simulation
PO-SIM-0001128,S003,P0009,Groceries,SUP-04,2023-12-15,2023-12-21,63,6,False,simulation
PO-SIM-0001129,S003,P0010,Groceries,SUP-04,2023-12-15,2023-12-21,27,6,False,simulation
PO-SIM-0001130,S003,P0011,Electronics,SUP-02,2023-12-15,2023-12-19,136,4,False,simulation
PO-SIM-0001131,S003,P0012,Furniture,SUP-03,2023-12-15,2023-12-20,1,5,False,simulation
PO-SIM-0001132,S004,P0003,Furniture,SUP-03,2023-12-15,2023-12-20,35,5,False,simulation
PO-SIM-0001133,S004,P0005,Clothing,SUP-01,2023-12-15,2023-12-18,88,3,False,simulation
PO-SIM-0001134,S004,P0012,Electronics,SUP-02,2023-12-15,2023-12-19,36,4,False,simulation
PO-SIM-0001135,S004,P0017,Clothing,SUP-01,2023-12-15,2023-12-18,55,3,False,simulation
PO-SIM-0001136,S005,P0003,Toys,SUP-05,2023-12-15,2023-12-18,17,3,False,simulation
PO-SIM-0001137,S005,P0006,Groceries,SUP-04,2023-12-15,2023-12-21,22,6,False,simulation
PO-SIM-0001138,S005,P0013,Groceries,SUP-04,2023-12-15,2023-12-21,101,6,False,simulation
PO-SIM-0001139,S005,P0020,Toys,SUP-05,2023-12-15,2023-12-18,39,3,False,simulation
PO-SIM-0001140,S001,P0007,Groceries,SUP-04,2023-12-16,2023-12-22,151,6,False,simulation
PO-SIM-0001141,S001,P0009,Clothing,SUP-01,2023-12-16,2023-12-19,65,3,False,simulation
PO-SIM-0001142,S001,P0015,Toys,SUP-05,2023-12-16,2023-12-19,46,3,False,simulation
PO-SIM-0001143,S001,P0017,Toys,SUP-05,2023-12-16,2023-12-19,42,3,False,simulation
PO-SIM-0001144,S002,P0005,Electronics,SUP-02,2023-12-16,2023-12-20,51,4,False,simulation
PO-SIM-0001145,S002,P0011,Groceries,SUP-04,2023-12-16,2023-12-22,9,6,False,simulation
PO-SIM-0001146,S002,P0016,Clothing,SUP-01,2023-12-16,2023-12-19,84,3,False,simulation
PO-SIM-0001147,S003,P0003,Electronics,SUP-02,2023-12-16,2023-12-20,60,4,False,simulation
PO-SIM-0001148,S003,P0009,Groceries,SUP-04,2023-12-16,2023-12-22,11,6,False,simulation
PO-SIM-0001149,S003,P0010,Groceries,SUP-04,2023-12-16,2023-12-22,17,6,False,simulation
PO-SIM-0001150,S003,P0016,Electronics,SUP-02,2023-12-16,2023-12-20,34,4,False,simulation
PO-SIM-0001151,S003,P0019,Groceries,SUP-04,2023-12-16,2023-12-22,2,6,False,simulation
PO-SIM-0001152,S003,P0020,Clothing,SUP-01,2023-12-16,2023-12-19,68,3,False,simulation
PO-SIM-0001153,S004,P0004,Groceries,SUP-04,2023-12-16,2023-12-22,44,6,False,simulation
PO-SIM-0001154,S004,P0005,Clothing,SUP-01,2023-12-16,2023-12-19,23,3,False,simulation
PO-SIM-0001155,S004,P0018,Furniture,SUP-03,2023-12-16,2023-12-21,2,5,False,simulation
PO-SIM-0001156,S005,P0001,Groceries,SUP-04,2023-12-16,2023-12-22,17,6,False,simulation
PO-SIM-0001157,S005,P0003,Toys,SUP-05,2023-12-16,2023-12-19,55,3,False,simulation
PO-SIM-0001158,S005,P0004,Groceries,SUP-04,2023-12-16,2023-12-22,10,6,True,simulation
PO-SIM-0001159,S005,P0011,Electronics,SUP-02,2023-12-16,2023-12-20,76,4,False,simulation
PO-SIM-0001160,S005,P0017,Toys,SUP-05,2023-12-16,2023-12-19,9,3,False,simulation
PO-SIM-0001161,S005,P0020,Toys,SUP-05,2023-12-16,2023-12-19,50,3,False,simulation
PO-SIM-0001162,S001,P0002,Clothing,SUP-01,2023-12-17,2023-12-20,14,3,False,simulation
PO-SIM-0001163,S001,P0008,Electronics,SUP-02,2023-12-17,2023-12-21,114,4,False,simulation
PO-SIM-0001164,S001,P0013,Toys,SUP-05,2023-12-17,2023-12-20,83,3,False,simulation
PO-SIM-0001165,S001,P0015,Toys,SUP-05,2023-12-17,2023-12-20,45,3,False,simulation
PO-SIM-0001166,S001,P0018,Groceries,SUP-04,2023-12-17,2023-12-23,28,6,False,simulation
PO-SIM-0001167,S001,P0019,Furniture,SUP-03,2023-12-17,2023-12-22,7,5,False,simulation
PO-SIM-0001168,S002,P0010,Groceries,SUP-04,2023-12-17,2023-12-23,89,6,False,simulation
PO-SIM-0001169,S002,P0011,Groceries,SUP-04,2023-12-17,2023-12-23,55,6,False,simulation
PO-SIM-0001170,S002,P0018,Clothing,SUP-01,2023-12-17,2023-12-20,11,3,False,simulation
PO-SIM-0001171,S003,P0006,Toys,SUP-05,2023-12-17,2023-12-20,8,3,False,simulation
PO-SIM-0001172,S003,P0009,Groceries,SUP-04,2023-12-17,2023-12-23,78,6,False,simulation
PO-SIM-0001173,S003,P0010,Groceries,SUP-04,2023-12-17,2023-12-23,112,6,False,simulation
PO-SIM-0001174,S003,P0015,Groceries,SUP-04,2023-12-17,2023-12-23,57,6,False,simulation
PO-SIM-0001175,S003,P0019,Groceries,SUP-04,2023-12-17,2023-12-23,79,6,False,simulation
PO-SIM-0001176,S004,P0005,Clothing,SUP-01,2023-12-17,2023-12-20,141,3,False,simulation
PO-SIM-0001177,S004,P0006,Groceries,SUP-04,2023-12-17,2023-12-23,112,6,False,simulation
PO-SIM-0001178,S004,P0008,Furniture,SUP-03,2023-12-17,2023-12-22,61,5,False,simulation
PO-SIM-0001179,S004,P0010,Groceries,SUP-04,2023-12-17,2023-12-23,136,6,False,simulation
PO-SIM-0001180,S004,P0012,Electronics,SUP-02,2023-12-17,2023-12-21,76,4,False,simulation
PO-SIM-0001181,S004,P0014,Furniture,SUP-03,2023-12-17,2023-12-22,27,5,False,simulation
PO-SIM-0001182,S004,P0018,Furniture,SUP-03,2023-12-17,2023-12-22,18,5,False,simulation
PO-SIM-0001183,S004,P0020,Furniture,SUP-03,2023-12-17,2023-12-22,31,5,False,simulation
PO-SIM-0001184,S005,P0003,Toys,SUP-05,2023-12-17,2023-12-20,5,3,False,simulation
PO-SIM-0001185,S005,P0005,Groceries,SUP-04,2023-12-17,2023-12-23,42,6,False,simulation
PO-SIM-0001186,S005,P0007,Groceries,SUP-04,2023-12-17,2023-12-23,66,6,False,simulation
PO-SIM-0001187,S005,P0018,Clothing,SUP-01,2023-12-17,2023-12-20,35,3,False,simulation
PO-SIM-0001188,S005,P0019,Furniture,SUP-03,2023-12-17,2023-12-22,38,5,False,simulation
PO-SIM-0001189,S001,P0002,Clothing,SUP-01,2023-12-18,2023-12-21,36,3,False,simulation
PO-SIM-0001190,S001,P0008,Electronics,SUP-02,2023-12-18,2023-12-22,36,4,False,simulation
PO-SIM-0001191,S001,P0009,Clothing,SUP-01,2023-12-18,2023-12-21,53,3,False,simulation
PO-SIM-0001192,S001,P0015,Toys,SUP-05,2023-12-18,2023-12-21,2,3,False,simulation
PO-SIM-0001193,S001,P0017,Toys,SUP-05,2023-12-18,2023-12-21,91,3,False,simulation
PO-SIM-0001194,S001,P0019,Furniture,SUP-03,2023-12-18,2023-12-23,35,5,False,simulation
PO-SIM-0001195,S002,P0002,Toys,SUP-05,2023-12-18,2023-12-21,16,3,False,simulation
PO-SIM-0001196,S002,P0003,Groceries,SUP-04,2023-12-18,2023-12-24,66,6,False,simulation
PO-SIM-0001197,S002,P0006,Clothing,SUP-01,2023-12-18,2023-12-21,101,3,False,simulation
PO-SIM-0001198,S002,P0007,Toys,SUP-05,2023-12-18,2023-12-21,12,3,False,simulation
PO-SIM-0001199,S002,P0009,Groceries,SUP-04,2023-12-18,2023-12-24,78,6,False,simulation
PO-SIM-0001200,S002,P0010,Groceries,SUP-04,2023-12-18,2023-12-24,34,6,False,simulation
PO-SIM-0001201,S002,P0015,Clothing,SUP-01,2023-12-18,2023-12-21,35,3,False,simulation
PO-SIM-0001202,S002,P0018,Clothing,SUP-01,2023-12-18,2023-12-21,73,3,False,simulation
PO-SIM-0001203,S003,P0006,Toys,SUP-05,2023-12-18,2023-12-21,11,3,False,simulation
PO-SIM-0001204,S003,P0009,Groceries,SUP-04,2023-12-18,2023-12-24,49,6,False,simulation
PO-SIM-0001205,S003,P0010,Groceries,SUP-04,2023-12-18,2023-12-24,90,6,False,simulation
PO-SIM-0001206,S003,P0015,Groceries,SUP-04,2023-12-18,2023-12-24,165,6,False,simulation
PO-SIM-0001207,S003,P0016,Electronics,SUP-02,2023-12-18,2023-12-22,149,4,False,simulation
PO-SIM-0001208,S003,P0019,Groceries,SUP-04,2023-12-18,2023-12-24,12,6,False,simulation
PO-SIM-0001209,S004,P0002,Groceries,SUP-04,2023-12-18,2023-12-24,69,6,False,simulation
PO-SIM-0001210,S005,P0002,Electronics,SUP-02,2023-12-18,2023-12-22,20,4,False,simulation
PO-SIM-0001211,S005,P0003,Toys,SUP-05,2023-12-18,2023-12-21,37,3,False,simulation
PO-SIM-0001212,S005,P0008,Groceries,SUP-04,2023-12-18,2023-12-24,56,6,False,simulation
PO-SIM-0001213,S005,P0017,Toys,SUP-05,2023-12-18,2023-12-21,44,3,False,simulation
PO-SIM-0001214,S005,P0018,Clothing,SUP-01,2023-12-18,2023-12-21,47,3,False,simulation
PO-SIM-0001215,S005,P0020,Toys,SUP-05,2023-12-18,2023-12-21,19,3,False,simulation
PO-SIM-0001216,S001,P0001,Electronics,SUP-02,2023-12-19,2023-12-23,66,4,False,simulation
PO-SIM-0001217,S001,P0006,Toys,SUP-05,2023-12-19,2023-12-22,26,3,False,simulation
PO-SIM-0001218,S001,P0008,Electronics,SUP-02,2023-12-19,2023-12-23,56,4,False,simulation
PO-SIM-0001219,S001,P0009,Clothing,SUP-01,2023-12-19,2023-12-22,91,3,False,simulation
PO-SIM-0001220,S001,P0013,Toys,SUP-05,2023-12-19,2023-12-22,19,3,False,simulation
PO-SIM-0001221,S001,P0017,Toys,SUP-05,2023-12-19,2023-12-22,81,3,True,simulation
PO-SIM-0001222,S001,P0018,Groceries,SUP-04,2023-12-19,2023-12-25,82,6,False,simulation
PO-SIM-0001223,S002,P0008,Groceries,SUP-04,2023-12-19,2023-12-25,108,6,False,simulation
PO-SIM-0001224,S002,P0015,Clothing,SUP-01,2023-12-19,2023-12-22,129,3,False,simulation
PO-SIM-0001225,S002,P0016,Clothing,SUP-01,2023-12-19,2023-12-22,7,3,False,simulation
PO-SIM-0001226,S002,P0018,Clothing,SUP-01,2023-12-19,2023-12-22,79,3,False,simulation
PO-SIM-0001227,S003,P0001,Toys,SUP-05,2023-12-19,2023-12-22,33,3,False,simulation
PO-SIM-0001228,S003,P0006,Toys,SUP-05,2023-12-19,2023-12-22,44,3,False,simulation
PO-SIM-0001229,S003,P0011,Electronics,SUP-02,2023-12-19,2023-12-23,90,4,False,simulation
PO-SIM-0001230,S003,P0015,Groceries,SUP-04,2023-12-19,2023-12-25,125,6,False,simulation
PO-SIM-0001231,S004,P0005,Clothing,SUP-01,2023-12-19,2023-12-22,110,3,False,simulation
PO-SIM-0001232,S004,P0008,Furniture,SUP-03,2023-12-19,2023-12-24,5,5,False,simulation
PO-SIM-0001233,S004,P0011,Clothing,SUP-01,2023-12-19,2023-12-22,148,3,False,simulation
PO-SIM-0001234,S004,P0012,Electronics,SUP-02,2023-12-19,2023-12-23,141,4,False,simulation
PO-SIM-0001235,S004,P0017,Clothing,SUP-01,2023-12-19,2023-12-22,19,3,False,simulation
PO-SIM-0001236,S004,P0019,Clothing,SUP-01,2023-12-19,2023-12-22,37,3,False,simulation
PO-SIM-0001237,S004,P0020,Furniture,SUP-03,2023-12-19,2023-12-24,7,5,False,simulation
PO-SIM-0001238,S005,P0005,Groceries,SUP-04,2023-12-19,2023-12-25,55,6,False,simulation
PO-SIM-0001239,S005,P0007,Groceries,SUP-04,2023-12-19,2023-12-25,71,6,False,simulation
PO-SIM-0001240,S005,P0008,Groceries,SUP-04,2023-12-19,2023-12-25,5,6,False,simulation
PO-SIM-0001241,S005,P0013,Groceries,SUP-04,2023-12-19,2023-12-25,166,6,False,simulation
PO-SIM-0001242,S005,P0015,Groceries,SUP-04,2023-12-19,2023-12-25,89,6,False,simulation
PO-SIM-0001243,S005,P0017,Toys,SUP-05,2023-12-19,2023-12-22,78,3,False,simulation
PO-SIM-0001244,S005,P0018,Clothing,SUP-01,2023-12-19,2023-12-22,62,3,False,simulation
PO-SIM-0001245,S001,P0002,Clothing,SUP-01,2023-12-20,2023-12-23,145,3,False,simulation
PO-SIM-0001246,S001,P0008,Electronics,SUP-02,2023-12-20,2023-12-24,60,4,False,simulation
PO-SIM-0001247,S001,P0013,Toys,SUP-05,2023-12-20,2023-12-23,32,3,False,simulation
PO-SIM-0001248,S001,P0014,Groceries,SUP-04,2023-12-20,2023-12-26,44,6,False,simulation
PO-SIM-0001249,S001,P0017,Toys,SUP-05,2023-12-20,2023-12-23,13,3,False,simulation
PO-SIM-0001250,S001,P0018,Groceries,SUP-04,2023-12-20,2023-12-26,6,6,False,simulation
PO-SIM-0001251,S002,P0001,Groceries,SUP-04,2023-12-20,2023-12-26,23,6,False,simulation
PO-SIM-0001252,S002,P0008,Groceries,SUP-04,2023-12-20,2023-12-26,77,6,False,simulation
PO-SIM-0001253,S002,P0010,Groceries,SUP-04,2023-12-20,2023-12-26,63,6,False,simulation
PO-SIM-0001254,S002,P0013,Groceries,SUP-04,2023-12-20,2023-12-26,77,6,False,simulation
PO-SIM-0001255,S002,P0018,Clothing,SUP-01,2023-12-20,2023-12-23,19,3,False,simulation
PO-SIM-0001256,S002,P0020,Furniture,SUP-03,2023-12-20,2023-12-25,18,5,False,simulation
PO-SIM-0001257,S003,P0001,Toys,SUP-05,2023-12-20,2023-12-23,12,3,False,simulation
PO-SIM-0001258,S003,P0003,Electronics,SUP-02,2023-12-20,2023-12-24,34,4,False,simulation
PO-SIM-0001259,S003,P0006,Toys,SUP-05,2023-12-20,2023-12-23,85,3,False,simulation
PO-SIM-0001260,S003,P0008,Clothing,SUP-01,2023-12-20,2023-12-23,71,3,False,simulation
PO-SIM-0001261,S003,P0009,Groceries,SUP-04,2023-12-20,2023-12-26,46,6,False,simulation
PO-SIM-0001262,S003,P0010,Groceries,SUP-04,2023-12-20,2023-12-26,91,6,False,simulation
PO-SIM-0001263,S004,P0002,Groceries,SUP-04,2023-12-20,2023-12-26,190,6,False,simulation
PO-SIM-0001264,S004,P0006,Groceries,SUP-04,2023-12-20,2023-12-26,20,6,False,simulation
PO-SIM-0001265,S004,P0008,Furniture,SUP-03,2023-12-20,2023-12-25,2,5,False,simulation
PO-SIM-0001266,S005,P0005,Groceries,SUP-04,2023-12-20,2023-12-26,98,6,False,simulation
PO-SIM-0001267,S005,P0017,Toys,SUP-05,2023-12-20,2023-12-23,6,3,False,simulation
PO-SIM-0001268,S005,P0018,Clothing,SUP-01,2023-12-20,2023-12-23,27,3,False,simulation
PO-SIM-0001269,S005,P0020,Toys,SUP-05,2023-12-20,2023-12-23,24,3,False,simulation
PO-SIM-0001270,S001,P0002,Clothing,SUP-01,2023-12-21,2023-12-24,30,3,False,simulation
PO-SIM-0001271,S001,P0009,Clothing,SUP-01,2023-12-21,2023-12-24,28,3,False,simulation
PO-SIM-0001272,S001,P0013,Toys,SUP-05,2023-12-21,2023-12-24,18,3,False,simulation
PO-SIM-0001273,S001,P0018,Groceries,SUP-04,2023-12-21,2023-12-27,38,6,False,simulation
PO-SIM-0001274,S001,P0019,Furniture,SUP-03,2023-12-21,2023-12-26,11,5,False,simulation
PO-SIM-0001275,S002,P0008,Groceries,SUP-04,2023-12-21,2023-12-27,70,6,False,simulation
PO-SIM-0001276,S002,P0018,Clothing,SUP-01,2023-12-21,2023-12-24,23,3,False,simulation
PO-SIM-0001277,S003,P0003,Electronics,SUP-02,2023-12-21,2023-12-25,5,4,False,simulation
PO-SIM-0001278,S003,P0006,Toys,SUP-05,2023-12-21,2023-12-24,81,3,False,simulation
PO-SIM-0001279,S003,P0009,Groceries,SUP-04,2023-12-21,2023-12-27,97,6,False,simulation
PO-SIM-0001280,S003,P0011,Electronics,SUP-02,2023-12-21,2023-12-25,63,4,False,simulation
PO-SIM-0001281,S003,P0014,Groceries,SUP-04,2023-12-21,2023-12-27,10,6,False,simulation
PO-SIM-0001282,S003,P0018,Furniture,SUP-03,2023-12-21,2023-12-26,87,5,False,simulation
PO-SIM-0001283,S003,P0019,Groceries,SUP-04,2023-12-21,2023-12-27,110,6,False,simulation
PO-SIM-0001284,S004,P0005,Clothing,SUP-01,2023-12-21,2023-12-24,96,3,False,simulation
PO-SIM-0001285,S004,P0008,Furniture,SUP-03,2023-12-21,2023-12-26,3,5,False,simulation
PO-SIM-0001286,S004,P0012,Electronics,SUP-02,2023-12-21,2023-12-25,30,4,False,simulation
PO-SIM-0001287,S004,P0018,Furniture,SUP-03,2023-12-21,2023-12-26,19,5,False,simulation
PO-SIM-0001288,S004,P0019,Clothing,SUP-01,2023-12-21,2023-12-24,75,3,False,simulation
PO-SIM-0001289,S004,P0020,Furniture,SUP-03,2023-12-21,2023-12-26,5,5,False,simulation
PO-SIM-0001290,S005,P0001,Groceries,SUP-04,2023-12-21,2023-12-27,118,6,False,simulation
PO-SIM-0001291,S005,P0003,Toys,SUP-05,2023-12-21,2023-12-24,8,3,False,simulation
PO-SIM-0001292,S005,P0018,Clothing,SUP-01,2023-12-21,2023-12-24,68,3,False,simulation
PO-SIM-0001293,S001,P0006,Toys,SUP-05,2023-12-22,2023-12-25,86,3,False,simulation
PO-SIM-0001294,S001,P0008,Electronics,SUP-02,2023-12-22,2023-12-26,96,4,False,simulation
PO-SIM-0001295,S001,P0013,Toys,SUP-05,2023-12-22,2023-12-25,53,3,False,simulation
PO-SIM-0001296,S001,P0016,Groceries,SUP-04,2023-12-22,2023-12-28,32,6,False,simulation
PO-SIM-0001297,S001,P0017,Toys,SUP-05,2023-12-22,2023-12-25,87,3,False,simulation
PO-SIM-0001298,S001,P0018,Groceries,SUP-04,2023-12-22,2023-12-28,26,6,False,simulation
PO-SIM-0001299,S002,P0003,Groceries,SUP-04,2023-12-22,2023-12-28,5,6,False,simulation
PO-SIM-0001300,S002,P0006,Clothing,SUP-01,2023-12-22,2023-12-25,49,3,False,simulation
PO-SIM-0001301,S002,P0008,Groceries,SUP-04,2023-12-22,2023-12-28,73,6,False,simulation
PO-SIM-0001302,S002,P0012,Electronics,SUP-02,2023-12-22,2023-12-26,18,4,False,simulation
PO-SIM-0001303,S002,P0016,Clothing,SUP-01,2023-12-22,2023-12-25,99,3,False,simulation
PO-SIM-0001304,S003,P0014,Groceries,SUP-04,2023-12-22,2023-12-28,69,6,False,simulation
PO-SIM-0001305,S004,P0005,Clothing,SUP-01,2023-12-22,2023-12-25,9,3,False,simulation
PO-SIM-0001306,S004,P0012,Electronics,SUP-02,2023-12-22,2023-12-26,56,4,False,simulation
PO-SIM-0001307,S004,P0017,Clothing,SUP-01,2023-12-22,2023-12-25,61,3,False,simulation
PO-SIM-0001308,S004,P0020,Furniture,SUP-03,2023-12-22,2023-12-27,123,5,False,simulation
PO-SIM-0001309,S005,P0001,Groceries,SUP-04,2023-12-22,2023-12-28,10,6,False,simulation
PO-SIM-0001310,S005,P0002,Electronics,SUP-02,2023-12-22,2023-12-26,89,4,False,simulation
PO-SIM-0001311,S005,P0003,Toys,SUP-05,2023-12-22,2023-12-25,12,3,False,simulation
PO-SIM-0001312,S005,P0007,Groceries,SUP-04,2023-12-22,2023-12-28,47,6,False,simulation
PO-SIM-0001313,S005,P0008,Groceries,SUP-04,2023-12-22,2023-12-28,172,6,False,simulation
PO-SIM-0001314,S005,P0017,Toys,SUP-05,2023-12-22,2023-12-25,56,3,True,simulation
PO-SIM-0001315,S005,P0018,Clothing,SUP-01,2023-12-22,2023-12-25,72,3,False,simulation
PO-SIM-0001316,S005,P0020,Toys,SUP-05,2023-12-22,2023-12-25,114,3,False,simulation
PO-SIM-0001317,S001,P0002,Clothing,SUP-01,2023-12-23,2023-12-26,70,3,False,simulation
PO-SIM-0001318,S001,P0008,Electronics,SUP-02,2023-12-23,2023-12-27,62,4,False,simulation
PO-SIM-0001319,S001,P0016,Groceries,SUP-04,2023-12-23,2023-12-29,134,6,False,simulation
PO-SIM-0001320,S002,P0002,Toys,SUP-05,2023-12-23,2023-12-26,91,3,False,simulation
PO-SIM-0001321,S002,P0006,Clothing,SUP-01,2023-12-23,2023-12-26,68,3,False,simulation
PO-SIM-0001322,S002,P0008,Groceries,SUP-04,2023-12-23,2023-12-29,24,6,False,simulation
PO-SIM-0001323,S002,P0010,Groceries,SUP-04,2023-12-23,2023-12-29,60,6,True,simulation
PO-SIM-0001324,S002,P0018,Clothing,SUP-01,2023-12-23,2023-12-26,94,3,False,simulation
PO-SIM-0001325,S003,P0006,Toys,SUP-05,2023-12-23,2023-12-26,26,3,False,simulation
PO-SIM-0001326,S003,P0009,Groceries,SUP-04,2023-12-23,2023-12-29,55,6,False,simulation
PO-SIM-0001327,S003,P0019,Groceries,SUP-04,2023-12-23,2023-12-29,97,6,False,simulation
PO-SIM-0001328,S004,P0013,Groceries,SUP-04,2023-12-23,2023-12-29,9,6,False,simulation
PO-SIM-0001329,S004,P0016,Furniture,SUP-03,2023-12-23,2023-12-28,22,5,False,simulation
PO-SIM-0001330,S004,P0018,Furniture,SUP-03,2023-12-23,2023-12-28,23,5,False,simulation
PO-SIM-0001331,S004,P0019,Clothing,SUP-01,2023-12-23,2023-12-26,50,3,False,simulation
PO-SIM-0001332,S005,P0008,Groceries,SUP-04,2023-12-23,2023-12-29,21,6,False,simulation
PO-SIM-0001333,S005,P0020,Toys,SUP-05,2023-12-23,2023-12-26,22,3,False,simulation
PO-SIM-0001334,S001,P0001,Electronics,SUP-02,2023-12-24,2023-12-28,74,4,False,simulation
PO-SIM-0001335,S001,P0002,Clothing,SUP-01,2023-12-24,2023-12-27,68,3,False,simulation
